matrícula	nome	idade	renda	cor	sexo	ano_curso	escola	cod_curso	logradouro	numero	bairro	cidade	uf	cep	motivação
RA55004222	Mariselma Azeredo Estrela Minho	20	1450.43	1	2	4	1	91	Rua Ascensão	47	Jardim Textil	São Paulo	SP	03415-070	6
RA55003547	Janette Foquiço Simão Gusmão	19	1924.98	1	2	3	1	107	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	8
RA55005599	France Prado Rosário	20	2065.42	1	1	4	2	85	Rua Dias Barbosa	969	Jardim São Paulo(Zona Leste)	São Paulo	SP	08461-540	7
RA55008938	Acileide Doutel	22	4871.29	1	2	5	1	42	Avenida Sargento Geraldo Sant'Ana	512	Jardim Taquaral	São Paulo	SP	04674-903	3
RA55007319	Gesinaldo Caetano	21	2657.87	2	1	5	1	93	Rua Trio Arquiduque	434	Jardim São Bernardo	São Paulo	SP	04844-520	3
RA55008351	Everlene Janes Batata Piteira	23	3291.75	1	2	4	2	108	Avenida Bosque da Saúde	962	Saúde	São Paulo	SP	04142-090	2
RA55002012	Vamildo Arouca Medeiros	19	740.99	1	1	3	1	112	Rua Pires de Almeida	58	Vila Pita	São Paulo	SP	02478-130	10
RA55000914	Jurassi Ornelas Igrejas	19	685.99	1	2	3	1	16	Rua Frei João	771	Vila Nair	São Paulo	SP	04280-130	9
RA55008249	Nadir Fragoso	22	2634.31	1	2	2	1	94	Rua Dom João VI	942	Jardim Luzitânia	São Paulo	SP	04032-100	2
RA55007266	Arcisa Conceição	21	2966.86	1	2	5	1	82	Rua Nossa Senhora da Piedade	327	Jardim Francisco Mendes	São Paulo	SP	02366-010	3
RA55003220	Andrine Bragança Castanheira	19	1512.98	1	2	3	1	24	Rua Ursa Maior	650	Cidade Satélite Santa Bárbara	São Paulo	SP	08330-390	7
RA55002607	Vanderluza Quaresma Neves	19	1047.99	1	2	3	1	17	Rua Marechal Morais Âncora	434	Jardim Maria Luiza	São Paulo	SP	05371-000	9
RA55003265	Schirlei Sardinha Craveiro	19	1650.98	1	2	3	2	108	Rua Onofre Pinto	15	Jardim Lajeado	São Paulo	SP	08441-211	6
RA55004929	Sinibaldo Valcanaia Neiva Quina	20	1827.43	1	1	4	2	95	Rua João Volpe	329	Vila Constança	São Paulo	SP	02256-110	7
RA55008662	Orilda Calçada Arouca Bicalho	25	5210.63	1	2	3	2	28	Avenida Duque de Caxias	893	Santa Efigênia	São Paulo	SP	01214-000	3
RA55006565	Gilsimario Branco	21	1803.87	1	1	5	1	58	Rua Dez de Julho	594	Cidade Ademar	São Paulo	SP	04404-000	5
RA55008130	Valgnei Orriça Sanches Raposo	25	2621.65	2	1	3	2	74	Rua do Buruí	876	Parque Casa de Pedra	São Paulo	SP	02320-170	2
RA55000007	Adeisa Vides Orriça	19	398.0	1	2	3	1	28	Praça Rei	355	Vila Santa Cruz	São Paulo	SP	05220-020	9
RA55002981	Vardelei Rebocho	19	1584.98	1	1	3	2	39	Rua Major Gomes Ribeiro	743	Vila Santa Teresa (Zona Leste)	São Paulo	SP	03565-020	10
RA55006584	Auane Lucena Eiró	21	1659.88	1	2	5	1	7	Rua Pedro Barbosa	194	Jardim Marília	São Paulo	SP	03579-130	5
RA55003362	Salmito Borja	19	1894.98	1	1	3	1	63	Praça Sá Pinto	720	Vila Ipojuca	São Paulo	SP	05055-070	7
RA55004775	Eldon Rebotim	20	1327.43	1	1	4	2	82	Rua Rui Porto	189	Chácara São João	São Paulo	SP	05109-180	8
RA55001944	Temistoclis Salazar Caeiro	19	1144.99	1	1	3	1	64	Rua Major Walter Carlson	532	Jardim Arpoador	São Paulo	SP	05565-210	10
RA55007453	Periandro Maranhão Chousa	21	3603.86	1	1	5	1	94	Rua Joaquim Caetano	994	Cidade Nova América	São Paulo	SP	04897-525	2
RA55005500	Kateline Fontes Caiado	20	1255.43	1	2	4	2	8	Rua Sete de Abril	277	Parque Primavera	São Paulo	SP	04467-285	7
RA55001636	Cleilson Franco	19	993.99	2	1	3	1	66	Rua Sargento Sílvio Nunes Miranda	474	Parque Peruche	São Paulo	SP	02532-050	10
RA55001142	Wildna Barroca Quesado	19	670.99	1	2	3	1	67	Rua Orestes Barbosa	329	Jardim Palmares (Zona Sul)	São Paulo	SP	04457-000	10
RA55002042	Ailto Ferro Dias Lira	19	1219.99	1	1	3	1	96	Praça Gute	947	Vila Mariana	São Paulo	SP	04118-110	10
RA55006704	Michellini Ramires	21	1368.88	2	2	5	1	46	Rua Marcos Liberi	843	Conjunto Residencial José Bonifácio	São Paulo	SP	08253-270	5
RA55007819	Teobaldina Pinto Quintanilha Valcanaia	21	2966.86	1	2	5	2	80	Avenida Sargento Geraldo Sant'Ana	572	Jardim Taquaral	São Paulo	SP	04674-901	3
RA55002071	Jardineia Gois	19	1061.99	1	2	3	1	89	Rua Piruini	530	Jardim Jaú (Zona Leste)	São Paulo	SP	03710-110	9
RA55003135	Keve Proença Leiria	19	2207.98	1	1	3	2	5	Rua Marcos Lopes	456	Vila Nova Conceição	São Paulo	SP	04513-080	8
RA55005161	Jodeilson Rabelo Pinho	20	1654.43	1	1	4	2	86	Rua Monsenhor Salim	959	Itaim Paulista	São Paulo	SP	08111-180	6
RA55008332	Diemeson Sardo Camargo Antas	24	2493.21	1	1	5	2	25	Rua Pedro Voss	58	Vila Carrão	São Paulo	SP	03437-000	3
RA55005276	Izaquiel Sintra Couto	20	2214.42	1	1	4	1	95	Avenida Moaci	772	Planalto Paulista	São Paulo	SP	04093-901	8
RA55002243	Reijane Nobre Galvão	19	1069.99	1	2	3	1	34	Rua Caetano de Moura	216	Vila Nina	São Paulo	SP	02833-060	10
RA55001475	Otina Albuquerque Oliveira Souto Maior	19	1026.99	1	2	3	1	98	Rua Rui Boto de Sousa	425	Jardim Aracati	São Paulo	SP	04949-020	9
RA55008591	Azenilde Tuna Peçanha	24	5018.18	1	2	2	1	60	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	3
RA55001890	Adesvaldo Carrilho	19	777.99	1	1	3	1	50	Rua Emílio Barbosa	875	Vila Prudente	São Paulo	SP	03135-040	9
RA55003436	Rivalmir Campos	19	1336.99	1	1	3	1	22	Avenida Agami	715	Moema	São Paulo	SP	04522-001	8
RA55007594	Tami Infante Pinhal Amaral	21	3084.86	1	2	5	1	20	Rua Pedro Roget	841	Jardim Vivan	São Paulo	SP	02993-160	2
RA55007746	Audrey Madruga Porciúncula Fragoso	21	3055.86	1	2	5	2	53	Rua Rui Boto de Sousa	425	Jardim Aracati	São Paulo	SP	04949-020	2
RA55003706	Maluce Ulhoa Barrela Monjardim	20	1387.43	2	2	4	2	6	Rua Major Júlio Valente	218	Parque Doroteia	São Paulo	SP	04474-310	8
RA55002022	Juceara Grande Landim	19	643.99	1	2	3	1	40	Rua Marcos Lopes	456	Vila Nova Conceição	São Paulo	SP	04513-080	9
RA55004021	Moeses Eiró Laranjeira Chainho	20	2272.42	1	1	4	2	66	Rua Treze de Agosto	878	Vila União (Zona Leste)	São Paulo	SP	03920-070	6
RA55008831	Jurcileide Moutinho Aranha	23	5047.73	1	2	4	2	96	Rua Sargento Agostinho Ferreira	927	Vila Maria	São Paulo	SP	02129-001	3
RA55008444	Natalina Trigueiro	22	3185.31	1	2	4	2	53	Praça Marechal Deodoro	187	Santa Cecília	São Paulo	SP	01150-010	2
RA55003501	Kallita Moita Piteira Temes	19	2245.98	1	2	3	2	4	Rua Major Sucupira	301	Vila Firmiano Pinto	São Paulo	SP	04124-050	8
RA55002659	Arnodo Taveiros	19	1999.98	1	1	3	2	59	Rua Xavier de Almeida	504	Ipiranga	São Paulo	SP	04211-001	10
RA55008457	Tassi Tuna	23	3154.75	1	2	2	1	22	Rua Frei João	771	Vila Nair	São Paulo	SP	04280-130	2
RA55006889	Kendi Setúbal Nazário Marques	21	1825.87	1	2	5	2	15	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	4
RA55001131	Izidio Costa	19	1052.99	1	1	3	1	76	Avenida Ceci	688	Planalto Paulista	São Paulo	SP	04065-004	10
RA55005558	Leodora Paixão Álvaro Curvelo	20	1234.43	1	2	4	2	96	Rua Sargento Agostinho Ferreira	927	Vila Maria	São Paulo	SP	02129-001	8
RA55007359	Rosimairy Carvalhais	21	2628.87	1	2	5	2	44	Praça Duere	628	Vila Carrão	São Paulo	SP	03445-010	2
RA55001820	Grazieli Bouças	19	865.99	1	2	3	1	111	Rua José de Almeida	979	Vila Medeiros	São Paulo	SP	02204-001	9
RA55007539	Laert Colaço Esparteiro Bernardes	21	2500.87	1	1	5	1	6	Rua Vinte e Quatro de Dezembro	307	Vila Dom Pedro II	São Paulo	SP	02241-050	2
RA55009387	Nirval Barros Bessa Charneca	47	4864.47	1	1	2	2	65	Rua Bonifácio Ruiz	306	Conjunto Promorar São Luis	São Paulo	SP	05846-200	1
RA55004319	Ruimar Gravato Carqueijeiro Carromeu	20	1425.43	2	1	4	2	25	Praça Sá Pinto	720	Vila Ipojuca	São Paulo	SP	05055-070	8
RA55009605	Ticiano Cabral	31	6989.74	1	1	1	1	30	Rua Marcos Freire	418	Jardim Nova Conquista	São Paulo	SP	08346-580	1
RA55004145	Geandra Lários Maranhão	20	1484.43	1	2	4	1	15	Rua Treze de Maio	349	Bela Vista	São Paulo	SP	01327-905	6
RA55004670	Cladecir Tedim Amarante	20	2113.42	1	1	4	1	12	Rua São Paulo	699	Conjunto Habitacional Turística	São Paulo	SP	05164-133	8
RA55001237	Aneide Mourato	19	811.99	1	2	3	1	43	Rua Dezenove de Julho	875	Jardim São José (Zona Norte)	São Paulo	SP	02971-040	10
RA55005477	Josilene Vilaverde Eanes	20	2024.43	1	2	4	1	16	Rua São João	767	Residencial Sol Nascente	São Paulo	SP	05283-030	8
RA55009837	Reinaldo Gama	28	9115.93	1	1	5	2	71	Rua Marechal Deodoro	273	Santo Amaro	São Paulo	SP	04738-900	0
RA55001857	Evailton Dâmaso Berenguer	19	647.99	1	1	3	1	98	Rua Marechal Morais Âncora	434	Jardim Maria Luiza	São Paulo	SP	05371-000	9
RA55002283	Amelio Braga	19	1133.99	1	1	3	1	101	Rua Nossa Senhora Aparecida	463	Jardim Elizabeth	São Paulo	SP	08320-800	10
RA55008694	Aldesio Espírito Santo Chousa Mata	22	4012.3	1	1	1	2	62	Rua Rui Porto	189	Chácara São João	São Paulo	SP	05109-180	2
RA55009321	Zildo Aranha Rosado	25	5894.62	1	1	4	2	14	Avenida Iraí	894	Indianópolis	São Paulo	SP	04082-907	0
RA55004094	Ivoleda Coelho Peseiro Gadelha	20	2411.42	2	2	4	2	48	Avenida Duquesa de Goiás	792	Real Parque	São Paulo	SP	05686-900	6
RA55007062	Atison Barroqueiro	21	2670.87	1	1	5	2	59	Rua Frei João	771	Vila Nair	São Paulo	SP	04280-130	2
RA55005201	Emerton Padilha Soveral Carrilho	20	1513.43	1	1	4	2	107	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	8
RA55006402	Luiz Correia	20	1596.43	1	2	4	2	14	Rua Rui Barbosa	229	Bela Vista	São Paulo	SP	01326-010	5
RA55009930	Elandio Pestana Mantas Bandeira	30	23924.11	1	1	5	2	41	Rua Doze de Outubro	869	Lapa	São Paulo	SP	05073-900	1
RA55003422	Mair Salgueiro Souto Maior	19	1841.98	1	2	3	2	53	Rua Flor de Maio	247	Parque das Flores	São Paulo	SP	08391-435	6
RA55009270	Anamaris Espírito Santo Pádua	22	4579.29	1	2	5	2	109	Rua Marechal Malet	251	Parque da Vila Prudente	São Paulo	SP	03140-020	0
RA55000387	Caroline Santarém Pacheco	19	1075.99	1	2	3	1	67	Rua Ernani Pinto	803	Vila Maria Alta	São Paulo	SP	02128-020	9
RA55008549	Adamasio Pequeno	23	4388.74	1	1	5	2	100	Rua A	587	Jardim Elizabeth	São Paulo	SP	08320-685	3
RA55001629	Aldelane Valente Camacho	19	819.99	1	2	3	1	46	Rua Pedro Cubas	738	Piqueri	São Paulo	SP	02913-000	10
RA55003586	Eudes Junqueira Malafaia	20	1610.43	1	1	4	2	18	Rua João Canzi	697	Jardim Patente	São Paulo	SP	04243-090	8
RA55007413	Taison Barreira Benevides Roçadas	21	3548.86	1	1	5	1	108	Rua Vandoma	793	Parque Cocaia	São Paulo	SP	04850-170	3
RA55002715	Viviani Queiroga	19	1732.98	2	2	3	2	48	Rua Nossa Senhora Aparecida	375	Jardim Francisco Mendes	São Paulo	SP	02366-110	9
RA55007172	Toshika Bandeira	21	3215.86	1	2	5	2	15	Rua Antônio Maio	892	Jardim Previdência	São Paulo	SP	04163-020	2
RA55008436	Tailson Borges Torquato	25	2798.65	1	1	4	2	78	Avenida Moema	951	Planalto Paulista	São Paulo	SP	04077-912	3
RA55009322	Erliete Fonseca	22	5567.28	1	2	3	2	90	Avenida Ceci	688	Planalto Paulista	São Paulo	SP	04065-004	0
RA55005660	Niedson Rodovalho Faria	20	1770.43	1	1	4	2	80	Praça Elfos	452	Jardim Marajoara	São Paulo	SP	04664-090	8
RA55003190	Ormezindo Gabeira Valcanaia	19	1400.98	1	1	3	2	79	Rua Piruini	530	Jardim Jaú (Zona Leste)	São Paulo	SP	03710-110	8
RA55009969	Juli Álvares Milhães Fartaria	44	81161.3	1	2	5	2	6	Rua Batista Caetano	419	Aclimação	São Paulo	SP	04108-130	1
RA55004306	Aloes Simão	20	1944.43	1	1	4	2	110	Rua Dezenove de Julho	875	Jardim São José (Zona Norte)	São Paulo	SP	02971-040	7
RA55000910	Valdevar Poças	19	921.99	2	1	3	1	74	Rua Ursa Maior	650	Cidade Satélite Santa Bárbara	São Paulo	SP	08330-390	10
RA55005386	Aldenilson Parracho Redondo Baía	20	2315.42	2	1	4	2	84	Rua Marcos Freire	418	Jardim Nova Conquista	São Paulo	SP	08346-580	8
RA55001997	Jionatan Viveiros Norões	19	765.99	1	1	3	1	94	Rua Major Gomes Ribeiro	743	Vila Santa Teresa (Zona Leste)	São Paulo	SP	03565-020	10
RA55001867	Saidi Sesimbra	19	968.99	1	1	3	1	49	Rua Soldado Sebastião Felício	171	Parque Novo Mundo	São Paulo	SP	02144-070	9
RA55001843	Roseneli Talhão Belém Vilaverde	19	613.99	2	2	3	1	13	Rua Pedro Cubas	738	Piqueri	São Paulo	SP	02913-000	10
RA55002498	Alana Faro Dourado Moreira	19	1200.99	1	2	3	1	94	Rua Rui Barbosa	229	Bela Vista	São Paulo	SP	01326-010	9
RA55000202	Rosecleide Bragança Soverosa	19	484.99	1	2	3	1	71	Rua Silva Pinto	123	Bom Retiro	São Paulo	SP	01126-010	10
RA55007906	Salus Vilaverde Lara	21	2541.87	1	1	5	2	1	Rua Ernani Pinto	803	Vila Maria Alta	São Paulo	SP	02128-020	2
RA55007725	Rubenilson Lancastre Rosário	21	3546.86	1	1	5	2	22	Avenida Rudge	293	Bom Retiro	São Paulo	SP	01134-000	2
RA55005055	Irias Quental	20	1273.43	1	2	4	1	36	Rua Pedro Barbosa	194	Jardim Marília	São Paulo	SP	03579-130	6
RA55005890	Luzival Pereira	20	2380.42	1	1	4	2	19	Praça Duere	628	Vila Carrão	São Paulo	SP	03445-010	7
RA55004007	Samyo Flávio Torquato	20	1747.43	2	1	4	2	38	Rua São João	767	Residencial Sol Nascente	São Paulo	SP	05283-030	7
RA55009902	Tainara Bessa Vasconcelos	37	15956.88	1	2	3	2	53	Rua Major Claudiano	49	Vila Gea	São Paulo	SP	04692-030	1
RA55002703	Jailde Camelo Caparica Freiria	19	1767.98	2	1	3	2	68	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	10
RA55003450	Gerlano Cisneiros	19	2247.98	1	1	3	2	33	Rua Dona Domitila	252	Vila Ponte Rasa	São Paulo	SP	03882-180	7
RA55000332	Rarica Belo Natal	19	15.0	1	2	3	1	32	Rua Major Diogo	495	Bela Vista	São Paulo	SP	01324-001	9
RA55007140	Vadir Fortunato Torquato Fagundes	21	2762.86	1	1	5	2	23	Praça Rei	355	Vila Santa Cruz	São Paulo	SP	05220-020	3
RA55008961	Isleine Bandeira	23	5784.73	1	2	5	2	85	Rua M	477	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-060	2
RA55009820	Fellipe Domingues Pescada Meireles	45	10826.51	1	1	1	2	46	Avenida Ceci	688	Planalto Paulista	São Paulo	SP	04065-004	1
RA55007177	Robel Tomé Flávio	21	3446.86	1	1	5	1	63	Rua Flor de Maio	247	Parque das Flores	São Paulo	SP	08391-435	3
RA55002460	Kazuaki Charneca Paião	19	773.99	1	1	3	1	96	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	9
RA55001775	Hanry Camelo	19	885.99	1	1	3	1	97	Rua Dom Rosalvo	343	Sumarezinho	São Paulo	SP	05442-903	9
RA55006629	Sirleia Morão Tomé Lopes	21	1309.88	1	2	5	2	29	Rua Trinta e Um de Outubro	686	Lauzane Paulista	São Paulo	SP	02442-165	5
RA55007597	Shelda Barcelos	21	2590.87	2	2	5	1	86	Avenida Onze de Junho	414	Vila Clementino	São Paulo	SP	04041-000	2
RA55007987	Kelton Ornelas Lucas Granja	21	2671.87	1	1	5	1	69	Rua Marconi	293	Centro	São Paulo	SP	01047-906	2
RA55002687	Juliano Cancela Camacho	19	2027.98	1	1	3	1	103	Rua Soldado Sebastião Felício	171	Parque Novo Mundo	São Paulo	SP	02144-070	9
RA55009148	Laercia Anes	25	4754.63	1	2	3	2	11	Rua Cinco de Maio	942	Vila Esperança	São Paulo	SP	03651-030	1
RA55000990	Rossiana Aragão Doutis	19	725.99	1	2	3	1	27	Rua Monsenhor Anacleto	13	Brás	São Paulo	SP	03003-020	9
RA55009047	Giuberto Serpa	25	3736.64	1	1	4	1	27	Rua Vale Maior	533	Jardim Miriam	São Paulo	SP	04417-040	1
RA55008349	Adalecio Bouça	24	3257.2	1	1	1	2	68	Rua Rui Barbosa Lima	441	Vila Curuçá	São Paulo	SP	08030-730	3
RA55008876	Suerli Tedim Vilaverde	25	4223.64	1	2	3	2	34	Rua Nossa Senhora da Penha	823	Penha de França	São Paulo	SP	03632-060	2
RA55008551	Diel Vilalobos	23	5811.73	1	1	3	2	67	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	2
RA55005807	Xavier Caldeira Fragoso	20	1883.43	2	1	4	2	64	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	6
RA55008734	Islene Hernandes Adarga	23	3868.75	2	2	1	2	49	Rua A	762	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-125	2
RA55008698	Quetlin Sardo Silveira	25	4202.64	2	2	2	1	72	Rua João Pais	348	Jardim Petrópolis	São Paulo	SP	04603-904	3
RA55006575	Gerlian Quinterno Bingre Lara	21	1262.88	1	1	5	2	96	Praça Yedo	133	Vila Maria Alta	São Paulo	SP	02134-050	5
RA55003053	Marivan Caminha Roçadas	19	2204.98	1	1	3	1	59	Rua João Volpe	329	Vila Constança	São Paulo	SP	02256-110	6
RA55008638	Raul Mota Caminha Leão	23	4673.74	1	1	2	2	51	Rua Rui Barbosa Lima	441	Vila Curuçá	São Paulo	SP	08030-730	2
RA55005463	Joel Queiroga Aldeia	20	1910.43	1	1	4	2	35	Avenida Marechal Tito	891	Jardim Silva Teles	São Paulo	SP	08160-495	6
RA55000174	Carls Vale	19	64.0	1	1	3	1	31	Rua Batista Caetano	419	Aclimação	São Paulo	SP	04108-130	9
RA55004955	Gedilson Neto	20	1771.43	1	1	4	1	16	Rua Nossa Senhora Aparecida	604	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-105	6
RA55004616	Alderci Pires Quintanilha Lacerda	20	1555.43	1	1	4	2	89	Rua Quinze de Novembro	993	Centro	São Paulo	SP	01013-907	8
RA55003322	Sebastien Milhães Neres	19	1441.98	1	1	3	1	81	Rua Treze de Janeiro	374	Americanópolis	São Paulo	SP	04336-080	6
RA55007066	Camile Matias Rosmaninho	21	2465.87	1	2	5	2	91	Avenida Moaci	772	Planalto Paulista	São Paulo	SP	04093-901	2
RA55006247	Jancen Grangeia Fontes	20	1394.43	1	1	4	2	40	Rua Caetano Mero	60	Vila Constança	São Paulo	SP	04658-080	4
RA55006746	Beatriz Oleiro Brites	21	1715.88	1	2	5	1	67	Rua Três de Maio	864	Vila Clementino	São Paulo	SP	04044-020	5
RA55003373	Carolina Guerreiro Sesimbra Valadares	19	2201.98	2	2	3	2	95	Rua Duque Costa	420	Vila Sofia	São Paulo	SP	04671-160	6
RA55006049	Erlilson Lameirinhas	20	1788.43	1	1	4	1	6	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	4
RA55003312	Edjalma Mateus Ramalho	19	1943.98	2	2	3	1	32	Rua Marconi	585	Centro	São Paulo	SP	01047-910	8
RA55007417	Gedor Gorjão	21	2680.87	1	1	5	2	51	Vila Marcolina	134	Parque Vitória	São Paulo	SP	02268-040	2
RA55007294	Taimar Bragança Baldaia Mena	21	2594.87	2	2	5	2	65	Rua Primeiro de Maio	149	Jardim São Francisco	São Paulo	SP	08390-263	3
RA55007585	Lanete Hernandes Fartaria	21	3648.85	2	2	5	1	8	Rua Monsenhor Anacleto	754	Brás	São Paulo	SP	03003-020	2
RA55009378	Cleonaria Vasconcelos Olaio	35	4898.1	1	2	3	2	75	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	1
RA55008812	Yaggo Franca	24	5569.18	1	1	5	2	31	Rua Primeiro de Maio	294	Jardim Colibri	São Paulo	SP	04855-630	3
RA55008161	Kuiz Roçadas Rebocho Lobo	25	2741.65	1	1	3	2	95	Rua Vinte e Sete de Setembro	464	Cidade Nova Heliópolis	São Paulo	SP	04235-040	2
RA55004680	Nilciane Nazário	20	2099.42	1	2	4	2	101	Praça da Sé	358	Sé	São Paulo	SP	01001-901	7
RA55003404	Patricia Abelho	19	1877.98	1	2	3	1	79	Rua Duque de Palmela	626	Vila Praia	São Paulo	SP	05750-200	7
RA55000019	Cristineide Lindim Landim	19	275.0	1	2	3	1	97	Rua São João	767	Residencial Sol Nascente	São Paulo	SP	05283-030	10
RA55003692	Wesle Camargo Câmara Barroqueiro	20	1677.43	1	1	4	1	112	Travessa Sete de Setembro	449	Recanto dos Humildes	São Paulo	SP	05209-550	8
RA55008655	Zila Amarante Milheiro	22	3967.3	2	2	4	1	1	Rua Nossa Senhora Aparecida	463	Jardim Elizabeth	São Paulo	SP	08320-800	2
RA55004097	Lidiano Penha Ruas	20	1260.43	1	1	4	1	11	Rua Quinze de Novembro	223	Centro	São Paulo	SP	01013-910	8
RA55003629	Bernalda Bicudo Redondo	20	1768.43	1	2	4	2	45	Rua Almeida Leite	424	Siciliano	São Paulo	SP	05052-080	6
RA55008863	Florine Pereira	24	4384.19	1	2	4	2	65	Rua Rosa de Nossa Senhora	913	Vila Reis	São Paulo	SP	08040-400	2
RA55002175	Aldenir Zarco	19	670.99	1	1	3	1	34	Rua Dona Domitila	252	Vila Ponte Rasa	São Paulo	SP	03882-180	10
RA55001357	Eneida Cordeiro	19	942.99	1	2	3	1	99	Rua São Borja	704	Vila Gustavo	São Paulo	SP	02256-210	10
RA55005003	Uirassu Dorneles Varanda Sousa	20	1447.43	1	1	4	2	53	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	8
RA55007392	Sineida Lira Breia	21	3189.86	1	2	5	2	56	Rua Marconi	820	Centro	São Paulo	SP	01047-905	2
RA55006923	Tirza Faleiro Penteado	21	1242.88	1	2	5	2	36	Avenida Valle	752	Parque Paulistano	São Paulo	SP	08081-070	4
RA55005824	Elno Negrão Parente Costa	20	2427.42	1	1	4	2	27	Rua Major Boaventura	415	Parque Artur Alvim	São Paulo	SP	03569-030	6
RA55009503	Ellida Garcia Alvarenga Goulart	47	6993.45	1	2	1	1	78	Praça Ereá	583	Vila Londrina	São Paulo	SP	03731-200	0
RA55005671	Airlene Ramos Cisneiros Falcão	20	2304.42	2	2	4	2	59	Rua Major Walter Carlson	532	Jardim Arpoador	São Paulo	SP	05565-210	8
RA55003113	Cleonora Belchiorinho	19	1538.98	1	2	3	2	37	Viela Treze de Abril	495	Jardim Nazareth	São Paulo	SP	08150-750	8
RA55000183	Heleno Alves Salgado	19	62.0	1	1	3	1	55	Avenida Nove de Julho	506	Jardim Paulista	São Paulo	SP	01406-901	10
RA55003643	Endrigo Prudente	20	1690.43	1	1	4	1	34	Rua 5 de Outubro	522	Chácara Gaivotas	São Paulo	SP	04849-309	7
RA55008858	Rodinelle Quinteiro Quinta Carlos	25	5644.62	1	1	2	1	111	Rua Curruíra	550	Vila Aurora	São Paulo	SP	05186-200	2
RA55001813	Ebenezio Lages Adão Lessa	19	1076.99	1	1	3	1	30	Rua Marechal Mello Ararigbóia	289	Vila Francos	São Paulo	SP	02880-060	9
RA55007876	Ronian Casalinho Carlos Vidal	21	2809.86	1	1	5	1	63	Rua João Pujol	954	Vila Dona Sara	São Paulo	SP	03471-020	2
RA55008498	Zaide Pimenta	22	3612.3	1	1	3	2	82	Rua Treze de Maio	471	Jardim Campo Limpo (Zona Norte)	São Paulo	SP	02362-075	3
RA55004913	Iratan Alvelos	20	1792.43	1	1	4	2	20	Rua Primeiro de Janeiro	706	Vila Clementino	São Paulo	SP	04044-060	6
RA55005669	Euclidio Holanda Assis	20	2399.42	1	1	4	2	21	Rua Caetano Pinto	235	Brás	São Paulo	SP	03041-000	8
RA55008543	Walcir Neto Saldanha	22	4810.29	1	1	2	1	90	Praça Monsenhor Macedo	598	Jardim Franca	São Paulo	SP	02338-040	2
RA55001801	Aila Bernardes Saloio Proença	19	1140.99	1	2	3	1	52	Rua João Pujol	954	Vila Dona Sara	São Paulo	SP	03471-020	9
RA55009252	Nilo Esparteiro Saraiva Quintana	25	4959.63	1	1	1	2	75	Rua Nossa Senhora Aparecida	375	Jardim Francisco Mendes	São Paulo	SP	02366-110	0
RA55002430	Ildeu Cavadas Letras	19	1172.99	1	1	3	1	82	Rua do Buruí	716	Parque Casa de Pedra	São Paulo	SP	02320-170	10
RA55005483	Dijanir Cerveira Pastana Cardoso	20	2431.42	1	2	4	1	9	Rua Caetano Pinto	235	Brás	São Paulo	SP	03041-000	8
RA55006762	Wandersan Carvalhosa Curvelo	21	1334.88	1	1	5	1	52	Avenida Onze de Junho	167	Vila Clementino	São Paulo	SP	04041-000	5
RA55009840	Niander Simas	44	7007.1	1	1	3	2	83	Rua Major Gomes Ribeiro	743	Vila Santa Teresa (Zona Leste)	São Paulo	SP	03565-020	1
RA55009636	Rivardo Curado Rico	26	10989.01	1	1	1	2	34	Rua Quinze de Novembro	746	Centro	São Paulo	SP	01013-907	1
RA55001969	Kares Quadros Malheiro Caeiro	19	1169.99	1	2	3	1	62	Rua São João	461	Cidade de Deus	São Paulo	SP	08081-655	9
RA55008340	Jusceli Outeiro	25	3510.65	1	1	1	2	2	Rua Ernani Pinto	803	Vila Maria Alta	São Paulo	SP	02128-020	2
RA55008142	Make Lacerda Couto	24	2702.21	1	1	4	2	25	Rua Sargento Noel de Camargo	221	Jardim Imperador (Zona Leste)	São Paulo	SP	03937-000	3
RA55007697	Nilander Vargas	21	2675.87	1	2	5	1	65	Praça Sete de Fevereiro	594	Vila Formosa	São Paulo	SP	03358-020	2
RA55007542	Leonesa Urias	21	3495.86	1	2	5	2	32	Rua Marcos Freire	579	Jardim Nova Conquista	São Paulo	SP	08346-580	3
RA55004988	Muriene Saraiva Valério Leitão	20	2401.42	1	2	4	1	109	Rua João Lima	912	Chácara Belenzinho	São Paulo	SP	03381-080	7
RA55009757	Dinalva Álvaro	45	11226.51	2	2	2	2	99	Rua 5 de Outubro	522	Chácara Gaivotas	São Paulo	SP	04849-309	1
